,X,Y,OBJECTID,COD_SIG_ESTACIONAMENTO,COD_SIG_PROPOSTA,FREGUESIA,MORADA,MORADA_DETALHE,LOCALIZACAO,FOTO,TIPO_ESTACIONAMENTO,NUM_SUPORTES,MODELO,CAPACIDADE,FONTE_LEVANTAMENTO,BALIZADORES,DOMINIALIDADE,DATA_INSTALACAO,SV_TIPO,SV_NUM_SERIE,ESTACIONAMENTO_ESTADO,EST_ESTADO_OBS,OBS,DEPM_VALIDACAO,CTRL_EDICOES,COBERTO,COD_SIG,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,_lat_,_lng_,_type_,_name_
0,-9.0946903995466,38.7776683176802,1,455,514.0,PARQUE DAS NAÇÕES,Alameda dos Oceanos com a Rua Comandante Cousteau,Ao lado estação GIRA,Via,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\455.jpg,BICICLETA,2.0,Sheffield Standard,4.0,DEPM,0.0,Público,2019/11/18 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26240,9207,,8a13d02b-4d59-4706-9b87-043089bf2f8e,38.7776683176802,-9.0946903995466,BICICLETA,Alameda dos Oceanos com a Rua Comandante Cousteau - Ao lado estação GIRA - Via
1,-9.16426079683114,38.7645125707422,2,456,361.0,LUMIAR,Instituto Ricardo Jorge,Localização junto à rampa de acesso de pessoas com mobilidae reduzida,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\456.jpg,BICICLETA,3.0,Sheffield Standard,6.0,"INSTITUTO
",0.0,Público,2019/11/13 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26241,9207,,08fd97a6-3af4-4caf-9b7e-e528f5af1fcb,38.7645125707422,-9.16426079683114,BICICLETA,Instituto Ricardo Jorge - Localização junto à rampa de acesso de pessoas com mobilidae reduzida - Passeio
2,-9.14430507403569,38.7465986686189,3,457,400.0,ALVALADE,"R Jorge Ferreira de Vasconcelos, - EB S. Miguel",No interior da escola,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\457.jpg,BICICLETA,4.0,Sheffield Standard,8.0,DEPM,0.0,Público,2019/10/25 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26242,9207,,ff7905d6-6c77-4dd5-8295-97251961be63,38.7465986686189,-9.14430507403569,BICICLETA,"R Jorge Ferreira de Vasconcelos, - EB S. Miguel - No interior da escola - Passeio"
3,-9.14032898236614,38.7401994234387,4,458,390.0,AREEIRO,Av Magalhães Lima 5 edificio lateral esquerdo - EscolaB  Filipa de Lencastre ,No interior da escola,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\458.jpg,BICICLETA,4.0,Sheffield Standard,8.0,DEPM,0.0,Público,2019/10/29 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26243,9207,,e68df587-c827-4353-8a91-d466e4ecebbd,38.7401994234387,-9.14032898236614,BICICLETA,Av Magalhães Lima 5 edificio lateral esquerdo - EscolaB  Filipa de Lencastre  - No interior da escola - Passeio
4,-9.13992944945701,38.7392490681923,5,459,391.0,AREEIRO,Av Magalhães Lima 5 edificio lateral direito - EscolaB  Filipa de Lencastre ,No interior da escola,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\459.jpg,BICICLETA,4.0,Sheffield Standard,8.0,DEPM,0.0,Público,2019/10/29 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26244,9207,,a36bbcd4-bd30-4298-bce7-e79f5750a366,38.7392490681923,-9.13992944945701,BICICLETA,Av Magalhães Lima 5 edificio lateral direito - EscolaB  Filipa de Lencastre  - No interior da escola - Passeio
5,-9.145363026234,38.7468588809558,6,460,388.0,ALVALADE,"R Jorge Ferreira de Vasconcelos, - EB S. Miguel",No interior da escola,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\460.jpg,BICICLETA,6.0,Sheffield Standard,12.0,DEPM,0.0,Público,2019/10/24 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26245,9207,,70699a06-af4b-456a-ad8f-568e1d372e50,38.7468588809558,-9.145363026234,BICICLETA,"R Jorge Ferreira de Vasconcelos, - EB S. Miguel - No interior da escola - Passeio"
6,-9.15879218485974,38.7346459303552,7,461,377.0,CAMPOLIDE,Escola Preparatória Marquesa de Alorna,No interior da escola,Via,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\461.jpg,BICICLETA,4.0,Sheffield Standard,8.0,DEPM,,Público,2019/10/28 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26246,9207,,2699e59c-a936-426c-a9ab-d5b1fb3306be,38.7346459303552,-9.15879218485974,BICICLETA,Escola Preparatória Marquesa de Alorna - No interior da escola - Via
7,-9.12120839364595,38.7394708382899,8,462,374.0,BEATO,"R Professor Mira Fernandes, EB23 Olaias",No interior da escola,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\462.jpg,BICICLETA,5.0,Sheffield Standard,10.0,DEPM,0.0,Público,2019/11/11 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26247,9207,,d9a6af9a-063a-440e-aeca-16df8be49643,38.7394708382899,-9.12120839364595,BICICLETA,"R Professor Mira Fernandes, EB23 Olaias - No interior da escola - Passeio"
8,-9.15838724948249,38.7350776631443,9,463,387.0,CAMPOLIDE,Escola Preparatória Marquesa de Alorna,No interior da escola,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\463.jpg,BICICLETA,3.0,Sheffield Standard,6.0,DEPM,0.0,Público,2019/10/28 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26248,9207,,c481d6cb-bf1e-4e8b-ab3f-be857780e2b1,38.7350776631443,-9.15838724948249,BICICLETA,Escola Preparatória Marquesa de Alorna - No interior da escola - Passeio
9,-9.15049730771452,38.7672423134805,10,464,383.0,LUMIAR,"Av Maria Helena Vieira da Silva, colégio S. Tomás",No interior da escola - à direita após a entrada. ,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\464.jpg,BICICLETA,5.0,Sheffield Standard,10.0,DEPM,0.0,Público,2019/10/30 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26249,9207,,9c5457a0-f8d5-4d8b-b887-6cb8e59b7ae2,38.7672423134805,-9.15049730771452,BICICLETA,"Av Maria Helena Vieira da Silva, colégio S. Tomás - No interior da escola - à direita após a entrada.  - Passeio"
10,-9.11118508063896,38.7267946175041,11,465,704.0,BEATO,R de Xabregas frente ao 52 ,(IEFP) perto ecoponto,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\465.jpg,BICICLETA,2.0,Sheffield Standard,4.0,DEPM,,Público,2019/11/23 00:00:00+00,,,,,,1970/01/01 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26250,9207,,114e4983-659f-4cea-8a66-b40fafb4e1b9,38.7267946175041,-9.11118508063896,BICICLETA,R de Xabregas frente ao 52  - (IEFP) perto ecoponto - Lugar estacionamento automóvel
11,-9.09523345359374,38.772961395509,12,466,511.0,PARQUE DAS NAÇÕES,Alameda dos Oceanos em frente ao 2.14.01 (FIL 3º Pav Sul),Na ilha central,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\466.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,0.0,Público,2019/11/22 00:00:00+00,,,,,,2019/11/22 00:00:00+00,2021/01/20 00:00:00+00,NÃO,26251,9207,,2fc6d35d-e9c8-41d3-9a86-a1cd5d698299,38.772961395509,-9.09523345359374,HOTSPOT,Alameda dos Oceanos em frente ao 2.14.01 (FIL 3º Pav Sul) - Na ilha central - Passeio
12,-9.09968803020438,38.7884038178185,13,467,520.0,PARQUE DAS NAÇÕES,R do Oriente com a Rua Chen He,Atrás da estação GIRA,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\467.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,0.0,Público,2019/11/18 00:00:00+00,,,,,,2019/11/18 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26252,9207,,ec3848c1-be2c-4f63-8cb8-7b8ed5fa1195,38.7884038178185,-9.09968803020438,HOTSPOT,R do Oriente com a Rua Chen He - Atrás da estação GIRA - Passeio
13,-9.14700844518709,38.7446740987638,14,619,93663.0,AVENIDAS NOVAS,R Domingos Monteiro (oposto 7),"1º lugar de estacionamento oblíquo junto à estação da CP de Entrecampos, após lugares reservados Rep de Angola ",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\619.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/18 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26333,9207,,7e3b06ba-5ea2-4f85-b846-1b9ecdf84213,38.7446740987638,-9.14700844518709,HOTSPOT,"R Domingos Monteiro (oposto 7) - 1º lugar de estacionamento oblíquo junto à estação da CP de Entrecampos, após lugares reservados Rep de Angola  - Lugar estacionamento automóvel"
14,-9.14520772099611,38.7446182441664,15,620,999998.0,AVENIDAS NOVAS,R Entrecampos 9 ,"1º lugar de estacionamento longitudinal, junto ao muro, antes da entrada/saída da União das Misericórdias Portuguesas",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\620.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/22 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26334,9207,,2d23cf5e-c746-41cb-99aa-77df6f4bca02,38.7446182441664,-9.14520772099611,HOTSPOT,"R Entrecampos 9  - 1º lugar de estacionamento longitudinal, junto ao muro, antes da entrada/saída da União das Misericórdias Portuguesas - Lugar estacionamento automóvel"
15,-9.14590479658859,38.7436135503839,16,621,92686.0,AVENIDAS NOVAS,R Chaby Pinheiro (estacionamento do lado esquerdo),"1º lugar de estacionamento longitudinal junto aos edifícios, a seguir ao entroc. com Campo Pequeno",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\621.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/18 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26335,9207,,f4fc2b60-dff7-4b98-bb4f-dbef54e55143,38.7436135503839,-9.14590479658859,HOTSPOT,"R Chaby Pinheiro (estacionamento do lado esquerdo) - 1º lugar de estacionamento longitudinal junto aos edifícios, a seguir ao entroc. com Campo Pequeno - Lugar estacionamento automóvel"
16,-9.14535476891992,38.7435827093935,17,622,146358.0,AVENIDAS NOVAS,Campo Pequeno 16 e 17,"Lugar de estacionamento longitudinal junto aos edifícios, entre entrada/saída de garagem e lugar para motociclos existente (lugar Isolado)",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\622.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/22 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26336,9207,,c7ece81c-bdc9-4bc6-8c1f-543cf5e012d8,38.7435827093935,-9.14535476891992,HOTSPOT,"Campo Pequeno 16 e 17 - Lugar de estacionamento longitudinal junto aos edifícios, entre entrada/saída de garagem e lugar para motociclos existente (lugar Isolado) - Lugar estacionamento automóvel"
17,-9.14662257385681,38.7465897329679,18,623,95336.0,ALVALADE,R Entrecampos esquina 44 B,1º lugar de estacionamento longitudinal junto aos edifícios (mercearia) após a passadeira ,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\623.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,3.0,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2021/01/29 00:00:00+00,NÃO,26337,9207,,3d82f2f2-c7ad-4f87-8b8b-3efbafa40201,38.7465897329679,-9.14662257385681,HOTSPOT,R Entrecampos esquina 44 B - 1º lugar de estacionamento longitudinal junto aos edifícios (mercearia) após a passadeira  - Lugar estacionamento automóvel
18,-9.14893984550584,38.7421733338068,19,624,74416.0,AVENIDAS NOVAS,Av 5 de Outubro em frente 186,"1º Lugar de estacionamento longitudinal na placa central, após cruz. com Av. Júlio Dinis",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\624.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26338,9207,,a3d86cf9-a441-4108-bd3b-6115f6749c10,38.7421733338068,-9.14893984550584,HOTSPOT,"Av 5 de Outubro em frente 186 - 1º Lugar de estacionamento longitudinal na placa central, após cruz. com Av. Júlio Dinis - Lugar estacionamento automóvel"
19,-9.15011688825967,38.7408771555314,20,625,124360.0,AVENIDAS NOVAS,R Laura Alves 12C  12B,"Lugar de estacionamento longitudinal junto aos edifícios, após lugar para motociclos existente (lugar isolado)",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\625.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/25 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26339,9207,,0752735b-341b-42a4-b2b7-dc39f712c41a,38.7408771555314,-9.15011688825967,HOTSPOT,"R Laura Alves 12C  12B - Lugar de estacionamento longitudinal junto aos edifícios, após lugar para motociclos existente (lugar isolado) - Lugar estacionamento automóvel"
20,-9.15267492726948,38.7389489889694,21,626,100022.0,AVENIDAS NOVAS,R Marques Sá Bandeira 124,"1º lugar de estacionamento longitudinal junto aos edifícios, após passadeira (junto cruz. com Av. Berna)",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\626.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26340,9207,,7e592140-d3b4-4674-9a7b-6237f1a961e7,38.7389489889694,-9.15267492726948,HOTSPOT,"R Marques Sá Bandeira 124 - 1º lugar de estacionamento longitudinal junto aos edifícios, após passadeira (junto cruz. com Av. Berna) - Lugar estacionamento automóvel"
21,-9.14984216997107,38.7397183458937,22,627,80607.0,AVENIDAS NOVAS,Av Barbosa de Bocage 117 (Entrada do Continente),"1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com  Av. Marquês de Tomar",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\627.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26341,9207,,35fa685c-5bf1-4f47-aa6c-ed0d18358a71,38.7397183458937,-9.14984216997107,HOTSPOT,"Av Barbosa de Bocage 117 (Entrada do Continente) - 1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com  Av. Marquês de Tomar - Lugar estacionamento automóvel"
22,-9.14876076006572,38.7399663998712,23,628,135773.0,AVENIDAS NOVAS,Av Barbosa de Bocage antes do 120,"1º lugar de estacionamento longitudinal na placa central, após do cruz. com Av. 5 de Outubro",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\628.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26342,9207,,d5ab1a72-88db-4ac1-ad45-d2450eb887e4,38.7399663998712,-9.14876076006572,HOTSPOT,"Av Barbosa de Bocage antes do 120 - 1º lugar de estacionamento longitudinal na placa central, após do cruz. com Av. 5 de Outubro - Lugar estacionamento automóvel"
23,-9.14747778168538,38.7400842423403,24,629,80793.0,AVENIDAS NOVAS,Av Barbosa de Bocage 67,"1º lugar de estacionamento longitudinal junto aos edifícios, após a  entrada/saída de garagem ",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\629.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26343,9207,,84faa90d-95b7-4273-827a-98b25ded7f19,38.7400842423403,-9.14747778168538,HOTSPOT,"Av Barbosa de Bocage 67 - 1º lugar de estacionamento longitudinal junto aos edifícios, após a  entrada/saída de garagem  - Lugar estacionamento automóvel"
24,-9.14781341922497,38.7391294368879,25,630,76513.0,AVENIDAS NOVAS,Av Elias Garcia 84,"Último lugar de estacionamento longitudinal junto aos edifícios, antes da estação Gira",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\630.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26344,9207,,4e4d0ffd-50f7-4aab-83a3-be016d5349c4,38.7391294368879,-9.14781341922497,HOTSPOT,"Av Elias Garcia 84 - Último lugar de estacionamento longitudinal junto aos edifícios, antes da estação Gira - Lugar estacionamento automóvel"
25,-9.14849489736918,38.7390241351927,26,631,76386.0,AVENIDAS NOVAS,Av Elias Garcia 90,"1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com Av. 5 de Outubro",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\631.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26345,9207,,4313a946-6a66-436e-9d93-4c6d997e2e01,38.7390241351927,-9.14849489736918,HOTSPOT,"Av Elias Garcia 90 - 1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com Av. 5 de Outubro - Lugar estacionamento automóvel"
26,-9.14817491297342,38.7393269166491,27,632,74493.0,AVENIDAS NOVAS,Av 5 de Outubro 130,Lugar de estacionamento localizado entre a entrada/saída da garagem e o estacionamento reservado a deficientes (em frente a café),Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\632.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26346,9207,,4894134c-a5aa-47f1-b563-5775d7eead97,38.7393269166491,-9.14817491297342,HOTSPOT,Av 5 de Outubro 130 - Lugar de estacionamento localizado entre a entrada/saída da garagem e o estacionamento reservado a deficientes (em frente a café) - Lugar estacionamento automóvel
27,-9.15085037885885,38.7368627566764,28,633,75085.0,AVENIDAS NOVAS,Av Conde de Valbom 61,2º Lugar de estacionamento após entrada/saída de garagem do INR,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\633.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26347,9207,,cfca2ac8-5381-4753-ad43-efc1a5ab850d,38.7368627566764,-9.15085037885885,HOTSPOT,Av Conde de Valbom 61 - 2º Lugar de estacionamento após entrada/saída de garagem do INR - Lugar estacionamento automóvel
28,-9.14938113929588,38.7368961721774,29,634,79018.0,AVENIDAS NOVAS,"Av Marquês de Tomar, 56","1º lugar de estacionamento longitudinal após passadeira e junto aos edifícios, após cruz. com Av. Miguel Bombarda",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\634.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26348,9207,,e02d1c76-ef98-4ce1-b4b7-d22a1ceb78a1,38.7368961721774,-9.14938113929588,HOTSPOT,"Av Marquês de Tomar, 56 - 1º lugar de estacionamento longitudinal após passadeira e junto aos edifícios, após cruz. com Av. Miguel Bombarda - Lugar estacionamento automóvel"
29,-9.14698987790848,38.7370775509191,30,635,151968.0,AVENIDAS NOVAS,"Av Miguel Bombarda, 26","1º lugar de estacionamento oblíquo junto aos edifícios, após o lugar de motociclos existentes",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\635.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26349,9207,,b9ffec48-926d-4563-915e-0fa805199d82,38.7370775509191,-9.14698987790848,HOTSPOT,"Av Miguel Bombarda, 26 - 1º lugar de estacionamento oblíquo junto aos edifícios, após o lugar de motociclos existentes - Lugar estacionamento automóvel"
30,-9.14596253849842,38.7391127107432,31,636,160651.0,AVENIDAS NOVAS,Av da República 44,"Último lugar de estacionamento oblíquo na placa central, antes da passadeira e cruz. com  Av. Elias Garcia",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\636.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26350,9207,,231aa92f-de17-484c-9bbf-4779c0d4aba9,38.7391127107432,-9.14596253849842,HOTSPOT,"Av da República 44 - Último lugar de estacionamento oblíquo na placa central, antes da passadeira e cruz. com  Av. Elias Garcia - Lugar estacionamento automóvel"
31,-9.14570263522546,38.7380425642673,32,637,160631.0,AVENIDAS NOVAS,Av da República 36,"Último lugar de estacionamento oblíquo na placa central, antes da passadeira e cruz. com  Av. Visconde de Valmor",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\637.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26351,9207,,8aa1e056-642c-4d88-966e-580a7c40342d,38.7380425642673,-9.14570263522546,HOTSPOT,"Av da República 36 - Último lugar de estacionamento oblíquo na placa central, antes da passadeira e cruz. com  Av. Visconde de Valmor - Lugar estacionamento automóvel"
32,-9.14546113394111,38.7370590416898,33,638,166011.0,AVENIDAS NOVAS,Av da República 28A,"Último lugar de estacionamento oblíquo na placa central, antes da passadeira e cruz. com  Av. Miguel Bombarda",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\638.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26352,9207,,515c5675-d570-40ba-bde5-05b81d71c230,38.7370590416898,-9.14546113394111,HOTSPOT,"Av da República 28A - Último lugar de estacionamento oblíquo na placa central, antes da passadeira e cruz. com  Av. Miguel Bombarda - Lugar estacionamento automóvel"
33,-9.14632636517163,38.7410911480461,34,639,116073.0,AVENIDAS NOVAS,Av Republica 56D,"Último lugar de estacionamento longitudinal junto aos edifícios, antes do cruz. com Campo Pequeno",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\639.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26353,9207,,5822c6ef-8b72-41f3-bc30-a87dc1115e83,38.7410911480461,-9.14632636517163,HOTSPOT,"Av Republica 56D - Último lugar de estacionamento longitudinal junto aos edifícios, antes do cruz. com Campo Pequeno - Lugar estacionamento automóvel"
34,-9.14490376973151,38.7413538818356,35,640,146324.0,AVENIDAS NOVAS,Av Defensores de Chaves 99,"1º lugar de estacionamento transversal na placa central, após cruz. com o Campo Pequeno",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\640.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/04/29 00:00:00+00,,,,,,2019/04/29 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26354,9207,,55287c5b-71df-4460-835d-b8245931ab65,38.7413538818356,-9.14490376973151,HOTSPOT,"Av Defensores de Chaves 99 - 1º lugar de estacionamento transversal na placa central, após cruz. com o Campo Pequeno - Lugar estacionamento automóvel"
35,-9.09547680450924,38.7715877963799,36,545,,PARQUE DAS NAÇÕES,Av do Atlântico em frente ao 2.14.01 (FIL 2º Pav Sul),Na ilha central,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\545.jpg,BICICLETA,1.0,Cascata,10.0,DEPM,0.0,Público,1970/01/01 00:00:00+00,,,,,,2018/11/21 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26355,9207,,a241e537-741b-4e5e-b750-7585b8c43628,38.7715877963799,-9.09547680450924,BICICLETA,Av do Atlântico em frente ao 2.14.01 (FIL 2º Pav Sul) - Na ilha central - Passeio
36,-9.09606865863587,38.7625931110806,37,546,,PARQUE DAS NAÇÕES,"Alameda dos Oceanos, ilha central nascente, em frente ao pavilhão do conhecimento",,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\546.jpg,BICICLETA,5.0,Sheffield Standard,10.0,DEPM,0.0,Público,1970/01/01 00:00:00+00,,,,,,2018/11/21 00:00:00+00,2021/01/20 00:00:00+00,NÃO,26356,9207,,84a7625a-977b-460f-87a1-275febbbb5d1,38.7625931110806,-9.09606865863587,BICICLETA,"Alameda dos Oceanos, ilha central nascente, em frente ao pavilhão do conhecimento - nan - Passeio"
37,-9.14515049022766,38.727316838751,38,548,,SANTO ANTÓNIO,"R Bernardo Lima, 35B",<Null>,Via,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\548.jpg,BICICLETA,3.0,Sheffield Standard,12.0,<Null>,,Público,1970/01/01 00:00:00+00,,,,,,2018/11/21 00:00:00+00,2021/02/03 00:00:00+00,NÃO,26357,9207,,dd7fcd66-b897-41f5-97ff-bca8d1879692,38.727316838751,-9.14515049022766,BICICLETA,"R Bernardo Lima, 35B - <Null> - Via"
