,X,Y,OBJECTID,COD_SIG_ESTACIONAMENTO,COD_SIG_PROPOSTA,FREGUESIA,MORADA,MORADA_DETALHE,LOCALIZACAO,FOTO,TIPO_ESTACIONAMENTO,NUM_SUPORTES,MODELO,CAPACIDADE,FONTE_LEVANTAMENTO,BALIZADORES,DOMINIALIDADE,DATA_INSTALACAO,SV_TIPO,SV_NUM_SERIE,ESTACIONAMENTO_ESTADO,EST_ESTADO_OBS,OBS,DEPM_VALIDACAO,CTRL_EDICOES,COBERTO,COD_SIG,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,_lat_,_lng_,_type_,_name_
543,-9.15268827174303,38.7334925849214,544,349,91199.0,AVENIDAS NOVAS,R Carlos Testa 14,"1º lugar de estacionamento longitudinal junto aos edifícios, antes do lugar de Cargas e Descargas",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\349.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/14 00:00:00+00,,,,,,2019/05/14 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26141,9207,,7c14a64f-fae6-4187-86aa-f51ff9a858ac,38.7334925849214,-9.15268827174303,HOTSPOT,"R Carlos Testa 14 - 1º lugar de estacionamento longitudinal junto aos edifícios, antes do lugar de Cargas e Descargas - Lugar estacionamento automóvel"
544,-9.15210029205022,38.732370356123,545,350,115265.0,AVENIDAS NOVAS,Av António Augusto de Aguiar 104,"1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com R. Augusto dos Santos",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\350.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/14 00:00:00+00,,,,,,2019/05/14 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26142,9207,,e914f979-e004-4640-92d6-ac39d5bb2e11,38.732370356123,-9.15210029205022,HOTSPOT,"Av António Augusto de Aguiar 104 - 1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com R. Augusto dos Santos - Lugar estacionamento automóvel"
545,-9.15049009064951,38.7322261847198,546,351,105725.0,AVENIDAS NOVAS,R Tomás Ribeiro 56,"1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com Av. Luís Bivar",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\351.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/14 00:00:00+00,,,,,,2019/05/14 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26143,9207,,dab75494-47cd-4816-aaa6-1dedbf09927d,38.7322261847198,-9.15049009064951,HOTSPOT,"R Tomás Ribeiro 56 - 1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com Av. Luís Bivar - Lugar estacionamento automóvel"
546,-9.13684208984414,38.7370890362386,547,352,78825.0,AREEIRO,Av Manuel da Maia,1º lugar de estacionamento transversal (do lado do passeio de acesso à escada de entrada do IST),Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\352.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/02 00:00:00+00,,,,,,2019/05/02 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26144,9207,,7e298e57-0547-4249-a72d-86ae4f9e56af,38.7370890362386,-9.13684208984414,HOTSPOT,Av Manuel da Maia - 1º lugar de estacionamento transversal (do lado do passeio de acesso à escada de entrada do IST) - Lugar estacionamento automóvel
547,-9.14390871128118,38.7386086487261,548,353,999999.0,AVENIDAS NOVAS,Av Visconde Valbom 11 (na lateral da Av. Def Chaves 36),"Último lugar de estacionamento longitudinal antes do lugar reservado a deficientes, junto à ciclovia.",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\353.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/06 00:00:00+00,,,,,,2019/05/06 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26145,9207,,b0d9ae58-a565-4c2a-9884-c03d591b6af7,38.7386086487261,-9.14390871128118,HOTSPOT,"Av Visconde Valbom 11 (na lateral da Av. Def Chaves 36) - Último lugar de estacionamento longitudinal antes do lugar reservado a deficientes, junto à ciclovia. - Lugar estacionamento automóvel"
548,-9.14446217770077,38.7406024146344,549,354,146384.0,AVENIDAS NOVAS,Av Barbosa de Bocage 27,"1º lugar de estacionamento longitudinal na placa central, após cruz. Av. Defensores de Chaves",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\354.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/06 00:00:00+00,,,,,,2019/05/06 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26146,9207,,370b9b45-6110-4bdf-a037-f04c554ae76e,38.7406024146344,-9.14446217770077,HOTSPOT,"Av Barbosa de Bocage 27 - 1º lugar de estacionamento longitudinal na placa central, após cruz. Av. Defensores de Chaves - Lugar estacionamento automóvel"
549,-9.14356604711943,38.7420551598695,550,355,83466.0,AREEIRO,Campo Pequeno 51 (frente Hotel),"Último lugar de estacionamento longitudinal junto aos edifícios, antes cruz. com  Av. João XXI",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\355.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/06 00:00:00+00,,,,,,2019/05/06 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26147,9207,,9f7eac00-9152-4559-8099-6533404e6314,38.7420551598695,-9.14356604711943,HOTSPOT,"Campo Pequeno 51 (frente Hotel) - Último lugar de estacionamento longitudinal junto aos edifícios, antes cruz. com  Av. João XXI - Lugar estacionamento automóvel"
550,-9.14084648383501,38.732342075042,551,356,85077.0,ARROIOS,Praça da Ilha do Faial 18 (lado oposto da via),"1º lugar de estacionamento oblíquo, junto ao jardim, após cruz. Com R de D. Estefânia",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\356.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/19 00:00:00+00,,,,,,2019/05/19 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26148,9207,,d8ed9ac6-f7d6-4f23-bd8a-5bb7cfa9f0ce,38.732342075042,-9.14084648383501,HOTSPOT,"Praça da Ilha do Faial 18 (lado oposto da via) - 1º lugar de estacionamento oblíquo, junto ao jardim, após cruz. Com R de D. Estefânia - Lugar estacionamento automóvel"
551,-9.14412172249632,38.7363435496188,552,357,152013.0,AVENIDAS NOVAS,Av João Crisóstomo 12,"1º lugar de estacionamento longitudinal junto aos edifícios, antes do lugar reservado a Cargas & Descargas, antes do cruz. com Av. Defensores de Chaves",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\357.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/08 00:00:00+00,,,,,,2019/05/08 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26149,9207,,318c5996-f4c7-4837-a229-d9363b7b8885,38.7363435496188,-9.14412172249632,HOTSPOT,"Av João Crisóstomo 12 - 1º lugar de estacionamento longitudinal junto aos edifícios, antes do lugar reservado a Cargas & Descargas, antes do cruz. com Av. Defensores de Chaves - Lugar estacionamento automóvel"
552,-9.14496587206375,38.7362752381702,553,358,152001.0,AVENIDAS NOVAS,Av João Crisóstomo 22A,"1º lugar de estacionamento longitudinal junto aos edifícios, após vidrão e cruz. com Av. da República",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\358.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/08 00:00:00+00,,,,,,2019/05/08 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26150,9207,,7025177c-5eb3-482e-8c7e-ce5df713406b,38.7362752381702,-9.14496587206375,HOTSPOT,"Av João Crisóstomo 22A - 1º lugar de estacionamento longitudinal junto aos edifícios, após vidrão e cruz. com Av. da República - Lugar estacionamento automóvel"
553,-9.14843044324757,38.7324046482677,554,359,98752.0,AVENIDAS NOVAS,R Latino Coelho 31,"Último lugar de estacionamento longitudinal junto aos edifícios, antes do cruz. com R. Pedro Nunes",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\359.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/10 00:00:00+00,,,,,,2019/05/10 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26151,9207,,cca8e7f3-1341-417e-bddb-898a29270358,38.7324046482677,-9.14843044324757,HOTSPOT,"R Latino Coelho 31 - Último lugar de estacionamento longitudinal junto aos edifícios, antes do cruz. com R. Pedro Nunes - Lugar estacionamento automóvel"
554,-9.14748892438815,38.7333531212893,555,360,101371.0,AVENIDAS NOVAS,R Pedro Nunes 26,"1º lugar de estacionamento longitudinal junto aos edifícios, após o cruz. com a R. Pinheiro Chagas",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\360.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/08 00:00:00+00,,,,,,2019/05/08 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26152,9207,,96b08034-3f8c-435a-84d0-b35d47b1cd14,38.7333531212893,-9.14748892438815,HOTSPOT,"R Pedro Nunes 26 - 1º lugar de estacionamento longitudinal junto aos edifícios, após o cruz. com a R. Pinheiro Chagas - Lugar estacionamento automóvel"
555,-9.14814394624894,38.7344522244213,556,361,95421.0,AVENIDAS NOVAS,R Filipe Folque 40,"1º lugar de estacionamento longitudinal na placa central, a seguir ao cruz.com a R. António Enes",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\361.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/10 00:00:00+00,,,,,,2019/05/10 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26153,9207,,5b74fac9-cbad-4911-8d21-1a05eaa69635,38.7344522244213,-9.14814394624894,HOTSPOT,"R Filipe Folque 40 - 1º lugar de estacionamento longitudinal na placa central, a seguir ao cruz.com a R. António Enes - Lugar estacionamento automóvel"
556,-9.15164517588288,38.7318334649583,557,362,115294.0,AVENIDAS NOVAS,Av António Augusto de Aguiar 100,"Ultímo lugar de estacionamento longitudinal junto aos edifícios, antes da passadeira/semáforo",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\362.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/14 00:00:00+00,,,,,,2019/05/14 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26154,9207,,b68bdd1c-2acb-4e50-ac30-24fb8858b5a1,38.7318334649583,-9.15164517588288,HOTSPOT,"Av António Augusto de Aguiar 100 - Ultímo lugar de estacionamento longitudinal junto aos edifícios, antes da passadeira/semáforo - Lugar estacionamento automóvel"
557,-9.14592944635998,38.7326072817395,558,365,138910.0,AVENIDAS NOVAS,R Pinheiro Chagas 2,"1º lugar de estacionamento longitudinal na placa central, a seguir ao quiosque, após o cruz. com a Av. Fontes Pereira de Melo",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\365.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/19 00:00:00+00,,,,,,2019/05/19 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26155,9207,,1bffc89c-9970-46c9-9cb6-7f7841fee026,38.7326072817395,-9.14592944635998,HOTSPOT,"R Pinheiro Chagas 2 - 1º lugar de estacionamento longitudinal na placa central, a seguir ao quiosque, após o cruz. com a Av. Fontes Pereira de Melo - Lugar estacionamento automóvel"
558,-9.15111076452708,38.7356611784618,559,366,78185.0,AVENIDAS NOVAS,Av João Crisóstomo 75A,"Estacionamento longitudinal junto ao edifício, entre o poste a árvore ",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\366.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/07 00:00:00+00,,,,,,2019/05/07 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26156,9207,,b88b8147-d7c7-4681-b7b2-bf4edf19f0a8,38.7356611784618,-9.15111076452708,HOTSPOT,"Av João Crisóstomo 75A - Estacionamento longitudinal junto ao edifício, entre o poste a árvore  - Lugar estacionamento automóvel"
559,-9.14339608407103,38.7364287510461,560,367,7922.0,AVENIDAS NOVAS,Av João Crisóstomo (traseiras da Casa da Moeda),"1º lugar de estacionamento oblíquo, junto ao edifício Casa da Moeda, após cruz. com a Av Defensores Chaves",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\367.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/08 00:00:00+00,,,,,,2019/05/08 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26157,9207,,54e1c535-8172-4c66-bd79-ac0a656325d4,38.7364287510461,-9.14339608407103,HOTSPOT,"Av João Crisóstomo (traseiras da Casa da Moeda) - 1º lugar de estacionamento oblíquo, junto ao edifício Casa da Moeda, após cruz. com a Av Defensores Chaves - Lugar estacionamento automóvel"
560,-9.14675225195628,38.7333023053107,561,368,74338.0,AVENIDAS NOVAS,Av 5 de Outubro 12E/F,Último lugar de estacionamento longitudinal antes do cruz. com Av. Praia da Vitória.,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\368.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/10 00:00:00+00,,,,,,2019/05/10 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26158,9207,,b4c11255-1bb9-443d-800a-cd8dd4bfc8e2,38.7333023053107,-9.14675225195628,HOTSPOT,Av 5 de Outubro 12E/F - Último lugar de estacionamento longitudinal antes do cruz. com Av. Praia da Vitória. - Lugar estacionamento automóvel
561,-9.1456570457248,38.7300034548017,562,369,105044.0,ARROIOS,R Sousa Martins 21,"Lugar de estacionamento longitudinal junto à farmácia, antes da entrada/saída de garagem ",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\369.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/19 00:00:00+00,,,,,,2019/05/19 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26159,9207,,03248dda-a11a-4a18-885b-3a6f595b1ddc,38.7300034548017,-9.1456570457248,HOTSPOT,"R Sousa Martins 21 - Lugar de estacionamento longitudinal junto à farmácia, antes da entrada/saída de garagem  - Lugar estacionamento automóvel"
562,-9.14502536658669,38.7302209024876,563,370,85278.0,ARROIOS,Praça José Fontana 26B,"1º lugar de estacionamento longitudinal junto aos edifícios,a seguir ao estacionamento de motociclos existente",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\370.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/15 00:00:00+00,,,,,,2019/05/15 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26160,9207,,2ab54ac8-575f-475c-85cb-a093343ab135,38.7302209024876,-9.14502536658669,HOTSPOT,"Praça José Fontana 26B - 1º lugar de estacionamento longitudinal junto aos edifícios,a seguir ao estacionamento de motociclos existente - Lugar estacionamento automóvel"
563,-9.14405624699017,38.7283980692019,564,371,96468.0,ARROIOS,R Gonçalves Crespo 49,"lugar de estacionamento longitudinal junto aos edifícios, antes do lugar de motociclos existente",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\371.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/19 00:00:00+00,,,,,,2019/05/19 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26161,9207,,176b1e65-9fab-410f-b4c7-568d328fdd1f,38.7283980692019,-9.14405624699017,HOTSPOT,"R Gonçalves Crespo 49 - lugar de estacionamento longitudinal junto aos edifícios, antes do lugar de motociclos existente - Lugar estacionamento automóvel"
564,-9.14474959547256,38.7281240518788,565,372,113460.0,ARROIOS,R Ferreira Lapas 52,"1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com  Av. Duque de Loulé",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\372.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/20 00:00:00+00,,,,,,2019/05/20 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26162,9207,,4ecbdfa6-533c-4397-8404-f6054a326070,38.7281240518788,-9.14474959547256,HOTSPOT,"R Ferreira Lapas 52 - 1º lugar de estacionamento longitudinal junto aos edifícios, após cruz. com  Av. Duque de Loulé - Lugar estacionamento automóvel"
565,-9.14957070358378,38.7302661508926,566,373,105828.0,AVENIDAS NOVAS,R São sebastião da Pedreira 51,"Lugar de estacionamento longitudinal junto aos edifícios, antes do lugar de estacionamento de motociclos existente",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\373.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/21 00:00:00+00,,,,,,2019/05/21 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26163,9207,,9c495fca-7f53-4685-b2b5-0c2f68d99a4e,38.7302661508926,-9.14957070358378,HOTSPOT,"R São sebastião da Pedreira 51 - Lugar de estacionamento longitudinal junto aos edifícios, antes do lugar de estacionamento de motociclos existente - Lugar estacionamento automóvel"
566,-9.14535310074841,38.7276393847873,567,374,90016.0,SANTO ANTÓNIO,R Bernardo Lima 66,"Último lugar de estacionamento longitudinal junto aos edifícios, antes passadeira e do cruz. com a Av. Duque de Loulé",Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\374.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2019/05/20 00:00:00+00,,,,,,2019/05/20 00:00:00+00,2020/01/08 00:00:00+00,NÃO,26164,9207,,7fbfdbb2-918d-4ca4-9e93-3052ffaf6ca6,38.7276393847873,-9.14535310074841,HOTSPOT,"R Bernardo Lima 66 - Último lugar de estacionamento longitudinal junto aos edifícios, antes passadeira e do cruz. com a Av. Duque de Loulé - Lugar estacionamento automóvel"
567,-9.09785400995739,38.7765173115969,568,1422,,PARQUE DAS NAÇÕES,"Avenida D. João II, 4.69.01, Escola Superior de Tecnologia da Saúde de Lisboa",Na lateral da porta norte do edifício principal,Passeio,,BICICLETA,1.0,Entorta rodas,5.0,DEPM,0.0,Público,1970/01/01 00:00:00+00,,,,,,2021/04/21 00:00:00+00,2021/04/21 00:00:00+00,NÃO,27003,9207,,a2e978b9-566c-453a-880e-fe5de4b30929,38.7765173115969,-9.09785400995739,BICICLETA,"Avenida D. João II, 4.69.01, Escola Superior de Tecnologia da Saúde de Lisboa - Na lateral da porta norte do edifício principal - Passeio"
568,-9.15359609659273,38.757075635849,569,1423,,ALVALADE,"Campo grande, Caleidoscópio", ,Passeio,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\existentes\1423.jpg,BICICLETA,5.0,Grelha,5.0,DEPM,0.0,Público,1970/01/01 00:00:00+00,,,,,,2021/04/21 00:00:00+00,2021/04/21 00:00:00+00,NÃO,27004,9207,,5e094434-2d92-4e15-bc82-6a17978eef09,38.757075635849,-9.15359609659273,BICICLETA,"Campo grande, Caleidoscópio -   - Passeio"
569,-9.15415556016518,38.7604737070737,570,1424,,LUMIAR,"Avenida Marechal Craveiro Lopes, 1",Colégio Doroteias,Passeio,,BICICLETA,2.0,Entorta rodas,10.0,DEPM,0.0,Privado,1970/01/01 00:00:00+00,,,,,,2021/04/22 00:00:00+00,2021/04/22 00:00:00+00,NÃO,27005,9207,,754bd725-609c-43dc-8d82-e6ff8db2a50b,38.7604737070737,-9.15415556016518,BICICLETA,"Avenida Marechal Craveiro Lopes, 1 - Colégio Doroteias - Passeio"
570,-9.14430163079322,38.7547022607335,571,1425,,ALVALADE,"Rua Luís Augusto Palmeirim, Escola Eugénio dos Santos","Dentro do estabelecimento escolar, atrás da guarita do segurança",Passeio,,BICICLETA,1.0,Borboleta,5.0,DEPM,0.0,Privado,1970/01/01 00:00:00+00,,,,,,2021/04/29 00:00:00+00,2021/04/30 00:00:00+00,NÃO,27006,9207,,d7808ab4-7a6e-439f-91df-60323a19e9f7,38.7547022607335,-9.14430163079322,BICICLETA,"Rua Luís Augusto Palmeirim, Escola Eugénio dos Santos - Dentro do estabelecimento escolar, atrás da guarita do segurança - Passeio"
571,-9.14465664679012,38.7508778509827,572,1426,338.0,ALVALADE,"Rua Alberto de Oliveira, 9",Entre caldeiras,Passeio,,BICICLETA,6.0,Sheffield Standard,12.0,DEPM,0.0,Público,2021/04/29 00:00:00+00,,,,,,2021/04/29 00:00:00+00,2021/04/30 00:00:00+00,NÃO,27007,9207,,5ebc4d1e-5d30-49ee-b806-251db2584fe7,38.7508778509827,-9.14465664679012,BICICLETA,"Rua Alberto de Oliveira, 9 - Entre caldeiras - Passeio"
572,-9.14908094119255,38.7436978890531,573,1427,,AVENIDAS NOVAS,"Avenida Cinco de Outubro, 206",Na empena do 206,Passeio,,BICICLETA,1.0,Cascata,12.0,DEPM,0.0,Público,1970/01/01 00:00:00+00,,,,,,2021/04/29 00:00:00+00,2021/04/30 00:00:00+00,NÃO,27008,9207,,a64dd4ca-b817-41cc-9557-f855603e40a8,38.7436978890531,-9.14908094119255,BICICLETA,"Avenida Cinco de Outubro, 206 - Na empena do 206 - Passeio"
573,-9.16360040663819,38.7239663544917,574,1428,,CAMPOLIDE,,,,,,,,,,,,1970/01/01 00:00:00+00,,,,,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,27009,9207,,ebc77117-4019-49e2-a19e-22addd817ede,38.7239663544917,-9.16360040663819,,nan - nan - nan
574,-9.16341283930521,38.7241461618511,575,1429,,CAMPOLIDE,,,,,,,,,,,,1970/01/01 00:00:00+00,,,,,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,27010,9207,,b82f453c-b07f-4ef0-b14d-175e27f956b4,38.7241461618511,-9.16341283930521,,nan - nan - nan
575,-9.13916261519112,38.7379737408304,576,1430,,,,,,,,,,,,,,1970/01/01 00:00:00+00,,,,,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,27011,9207,,d2d22123-c3e3-47f2-8b09-d91617a6d36e,38.7379737408304,-9.13916261519112,,nan - nan - nan
576,-9.13970965596151,38.7373474641968,577,1431,,,,,,,,,,,,,,1970/01/01 00:00:00+00,,,,,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,27012,9207,,e632b81c-b69c-41a2-b2e2-498bff2f6391,38.7373474641968,-9.13970965596151,,nan - nan - nan
577,-9.13967636439708,38.7369051664998,578,1432,,,,,,,,,,,,,,1970/01/01 00:00:00+00,,,,,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,27013,9207,,d517f5d1-7a3a-4e2d-a56f-06668b6c71e5,38.7369051664998,-9.13967636439708,,nan - nan - nan
578,-9.13966472941751,38.7369433993642,579,1433,,,,,,,,,,,,,,1970/01/01 00:00:00+00,,,,,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,27014,9207,,ffecea59-4928-4118-93bf-21abc86fff29,38.7369433993642,-9.13966472941751,,nan - nan - nan
579,-9.1398159796602,38.7357071731938,580,1434,,,,,,,,,,,,,,1970/01/01 00:00:00+00,,,,,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,27015,9207,,97cfc48c-9fcd-4684-af09-85a16c4d2ef0,38.7357071731938,-9.1398159796602,,nan - nan - nan
580,-9.18163056367267,38.7456899539858,581,1435,606.0,SÃO DOMINGOS DE BENFICA,Estrada de Benfica com o Largo Conde de Bonfim, Lugar de estacionamento partilhado com Motociclos,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\606.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2021/05/05 00:00:00+00,,,,,<Null>,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,NÃO,27016,9207,,0c62edfc-5424-49e4-95cd-6d38eb71ddfb,38.7456899539858,-9.18163056367267,HOTSPOT,Estrada de Benfica com o Largo Conde de Bonfim -  Lugar de estacionamento partilhado com Motociclos - Lugar estacionamento automóvel
581,-9.15296883357254,38.7082223055371,582,1436,262.0,ESTRELA,"Av D Carlos I, 51",No segundo lugar após lugar destinado a carga e descargas ,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\262.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2021/05/05 00:00:00+00,,,,,COD_INFO_VALIDACAO = INF/47/DEPM/DMM/CML/19,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,NÃO,27017,9207,,6fd5725a-76d9-40d5-b3c0-fedd9e825609,38.7082223055371,-9.15296883357254,HOTSPOT,"Av D Carlos I, 51 - No segundo lugar após lugar destinado a carga e descargas  - Lugar estacionamento automóvel"
582,-9.17963241224014,38.7608579084583,583,1437,348.0,CARNIDE,"R Padre Américo, a seguir ao 8A",Último lugar de estacionamento existente,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\348.jpg,BICICLETA,2.0,Sheffield Standard,4.0,DEPM,,Público,2021/05/05 00:00:00+00,,,,,Dado CONH JF,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,NÃO,27018,9207,,67a8ec87-4704-4f1a-97b1-afaae5c1b886,38.7608579084583,-9.17963241224014,BICICLETA,"R Padre Américo, a seguir ao 8A - Último lugar de estacionamento existente - Lugar estacionamento automóvel"
583,-9.13511604529766,38.7328183825089,584,1438,88121.0,ARROIOS,"R António Pedro, 68",Último lugar de estacionamento tarifado antes da passadeira,Lugar estacionamento automóvel,K:\1 Planeamento\0_REDES\Estacionamento MaaS DOCKLESS\Fotos\88121.jpg,HOTSPOT,2.0,Sheffield Standard,9.0,DEPM,,Público,2021/05/05 00:00:00+00,,,,,Retirado RESOPRE - EMEL,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,NÃO,27019,9207,,2a1c0e8d-058b-4900-87f8-df1b1ee2210e,38.7328183825089,-9.13511604529766,HOTSPOT,"R António Pedro, 68 - Último lugar de estacionamento tarifado antes da passadeira - Lugar estacionamento automóvel"
