X,Y,OBJECTID,FREGUESIA,MORADA,MORADA_DETALHE,LOCALIZACAO,TIPO_ESTACIONAMENTO,COD_SIG_PROPOSTA,NUM_SUPORTES,ESTADO,COD_SIG_HS,COD_SIG,IDTIPO,SE_ANNO_CAD_DATA,DATA_INSTALACAO,COBERTO,GlobalID
-9.18306188444916,38.6980302567533,1,ALCÂNTARA,"Av. Brasília, praça em frente do Centro de Congressos do outro lado da linha do comboio",Por baixo do viaduto pedonal,Passeio,HOTSPOT,18,2,CONCLUÍDO,18,5638,9222,,1970/01/01 00:00:00+00,,c67e668b-69ab-437c-a2eb-9af7cb32456f
-9.09534750999041,38.7715948210931,2,PARQUE DAS NAÇÕES,Av do Atlântico em frente ao 2.14.01 (FIL 2º Pav Sul),"implantado do lado oposto do quadrado no pavimento, mantendo o mesmo afastamento ao limite que os Sheffields já instalados do lado oposto",Passeio,HOTSPOT,510,2,CONCLUÍDO,510,5639,9222,,1970/01/01 00:00:00+00,,c1df9545-6c58-4603-9225-3223eb9aee3f
-9.09517736188907,38.7735445773987,3,PARQUE DAS NAÇÕES,Av do Atlântico em frente ao 2.14.01 (FIL 4º Pav Sul),"implantado do lado oposto do quadrado no pavimento, mantendo o mesmo afastamento ao limite que os Sheffields já instalados do lado oposto",Passeio,HOTSPOT,512,2,CONCLUÍDO,512,5640,9222,,1970/01/01 00:00:00+00,,ce7458d6-e83a-4fc0-ac72-d97246b1769b
-9.09523345359374,38.772961395509,4,PARQUE DAS NAÇÕES,Av do Atlântico em frente ao 2.14.01 (FIL 3º Pav Sul),"implantado do lado oposto do quadrado no pavimento, mantendo o mesmo afastamento ao limite que os Sheffields já instalados do lado oposto",Passeio,HOTSPOT,511,2,CONCLUÍDO,511,5641,9222,,1970/01/01 00:00:00+00,,349ff65a-2cd8-4fa1-825f-8c9d76c7f06f
-9.09968803020438,38.7884038178185,5,PARQUE DAS NAÇÕES,Rua do Oriente com a Rua Chen He,Atrás da doca GIRA,Passeio,HOTSPOT,520,2,CONCLUÍDO,520,5642,9222,,1970/01/01 00:00:00+00,,fdc4524f-74ef-4a68-8df7-5bc6948b1fa8
-9.09775278599455,38.7930851563806,6,PARQUE DAS NAÇÕES,"Passeio dos Heróis do Mar, em frente ao 100",Ao lado doca GIRA,Passeio,HOTSPOT,521,2,CONCLUÍDO,521,5643,9222,,1970/01/01 00:00:00+00,,0a598f75-99fa-4970-b565-8f4b6fd0e954
-9.1510827002593,38.7221027673711,7,SANTO ANTÓNIO,"Av Alexandre Herculano, esquina com a R . Castilho",lateral 46,Passeio,HOTSPOT,855,2,CONCLUÍDO,855,5644,9222,,1970/01/01 00:00:00+00,,40e1ef84-a272-4d71-adbf-b6de60d8ef67
-9.15025081089885,38.7214828345637,8,SANTO ANTÓNIO,"R Castilho, frente Novo Banco", lado oposto 15A,Passeio,HOTSPOT,857,2,CONCLUÍDO,857,5645,9222,,1970/01/01 00:00:00+00,,7f03c8c4-556f-4ebc-8e70-a164fc54f850
-9.14976782809308,38.7209163669798,9,SANTO ANTÓNIO,R Castilho em frente ao 22,"no lado oposto ao hotel Altis Grand Hotel, entre caldeiras",Passeio,HOTSPOT,860,2,CONCLUÍDO,860,5646,9222,,1970/01/01 00:00:00+00,,b4146cca-54c0-441b-9b97-cfbca41af4a5
-9.15122049733229,38.7205403407779,10,SANTO ANTÓNIO,"R Rodrigo da Fonseca, ao lado da porta com o n.º 15",entre caldeiras de árvores,Passeio,HOTSPOT,866,2,CONCLUÍDO,866,5647,9222,,1970/01/01 00:00:00+00,,17383442-54a3-4dad-8ad0-94d7bea27538
-9.1298732500258,38.7617835830395,11,ALVALADE,Av Almirante Gago Coutinho na esquina com a Rua Quinta da Graça,Entre caldeiras de árvores,Passeio,HOTSPOT,121,2,CONCLUÍDO,121,5629,9222,,1970/01/01 00:00:00+00,,eaad6835-7330-44d8-9c26-d614c9f57b56
-9.18336220202844,38.698558084441,12,ALCÂNTARA,"Pç das Indústrias, Centro de Congressos",Por baixo do viaduto pedonal,Passeio,HOTSPOT,19,2,CONCLUÍDO,19,5630,9222,,1970/01/01 00:00:00+00,,95045a76-114f-43eb-bc39-49195a2f0556
-9.15472920544097,38.7202857839181,13,SANTO ANTÓNIO,Lg do Rato em frente sede PS, entre o MUPI e a luminária e anda alinhado com os mesmos,Passeio,HOTSPOT,284,2,CONCLUÍDO,284,5631,9222,,1970/01/01 00:00:00+00,,7c67e99b-0d27-47cb-a04a-2cd606bb5522
-9.20152387781037,38.6968289215352,14,BELÉM,Praça Afonso Albuquerque perto postos Emob,Entre caldeiras de árvores,Passeio,HOTSPOT,4,2,CONCLUÍDO,4,5632,9222,,1970/01/01 00:00:00+00,,d11bda58-c1dd-4279-9430-22e87215c2ea
-9.20594145550947,38.6950104809439,15,BELÉM,Praça do Império perto saída passagem subterrânea,Na lateral que está virada para a Av. Índia,Passeio,HOTSPOT,5,2,CONCLUÍDO,5,5633,9222,,1970/01/01 00:00:00+00,,c9b7a091-99b1-4739-9946-1508bdb229f8
-9.16794328223489,38.7032242180482,16,ESTRELA,"Av. de Brasília entre Edifício Diogo Cão e Armazem H, perto do Outdoor",Quase em baixo do viaduto para a Infante Santo,Via,HOTSPOT,9,4,CONCLUÍDO,9,5634,9222,,1970/01/01 00:00:00+00,,5a18397a-9ff0-4f62-8624-989b7577ec4b
-9.21381204846452,38.6935525449823,17,BELÉM,Av Brasília perto da Vela latina na lateral da passagem superior comboio,Longe da saída da escada por causa da venda ambulante,Passeio,HOTSPOT,12,2,CONCLUÍDO,12,5635,9222,,1970/01/01 00:00:00+00,,b6be6bdb-1c5f-4764-84ea-3b3eccc23771
-9.21006982599269,38.6929462387679,18,BELÉM,"Av. Brasília ao lado da Cafetaria À Margem, próximo do poste iluminação",<Null>,Passeio,HOTSPOT,15,2,CONCLUÍDO,15,5636,9222,,1970/01/01 00:00:00+00,,779b25ab-c2dd-43d1-87f8-8dcce9e610f4
-9.19055291045061,38.6963599994431,19,BELÉM,Av. de Brasília perto pq infantil SUD,Ao lado da placa de toponímia até ao fim do canteiro,Passeio,HOTSPOT,22,2,CONCLUÍDO,22,5637,9222,,1970/01/01 00:00:00+00,,8156f563-ba39-417a-95de-5db61d978048
-9.15046907276682,38.723920755182,20,SANTO ANTÓNIO,"R Duque de Palmela, em frente ao 35C",<Null>,Passeio,HOTSPOT,874,2,CONCLUÍDO,874,5648,9222,,1970/01/01 00:00:00+00,,e0771587-6dba-4167-b2c9-82ea56cd465a
-9.14627967613305,38.7287735340684,21,ARROIOS,R Sousa Martins 10,"Lugar de estacionamento longitudinal junto aos edifícios, após cruz. com a R. Martens Ferrão (seguir à entrada/saída de garagem)",Lugar estacionamento automóvel,HOTSPOT,105072,2,CONCLUÍDO,105072,5742,9222,,1970/01/01 00:00:00+00,,d591be39-930a-46c8-a327-31668231247c
-9.14509440840447,38.7323441660961,22,ARROIOS,R Engenheiro Vieira da Silva 3,Terceiro lugar estacionamento oblíquo a seguir a lugar para motociclos existente,Lugar estacionamento automóvel,HOTSPOT,95244,2,CONCLUÍDO,95244,5743,9222,,1970/01/01 00:00:00+00,,4f8cc29a-9fb2-4aa2-97f4-601a2fd55645
-9.1429582119639,38.7328819489811,23,ARROIOS,Av Defensores de Chaves 1 A,"Último lugar de estacionamento longitudinal junto aos edifícios, antes do cruz. com  Av. Casal Ribeiro ",Lugar estacionamento automóvel,HOTSPOT,75548,2,CONCLUÍDO,75548,5744,9222,,1970/01/01 00:00:00+00,,5e962623-4e73-4644-b06c-3630be2fd65a
-9.14513163728481,38.7356914013325,24,AVENIDAS NOVAS,Av da República 14,"Primeiro lugar de estacionamento oblíquo na placa central, em frente ao Galeto",Lugar estacionamento automóvel,HOTSPOT,165976,2,CONCLUÍDO,165976,5745,9222,,1970/01/01 00:00:00+00,,82a15fd7-8681-4a3c-b1a2-7ecb1c52754b
-9.14495483715877,38.7349706001475,25,ARROIOS,Av da República 8,"Último lugar de estacionamento oblíquo na placa central, antes da passadeira e cruz. com  Av. Duque d'Ávila",Lugar estacionamento automóvel,HOTSPOT,165974,2,CONCLUÍDO,165974,5746,9222,,1970/01/01 00:00:00+00,,b43a631d-2573-41d2-9e39-3988ad4809ff
-9.14327026872728,38.7346242812119,26,ARROIOS,Av Defensores de Chaves  23,1º lugar de estacionamento oblíquo na placa central,Lugar estacionamento automóvel,HOTSPOT,147476,2,CONCLUÍDO,147476,5747,9222,,1970/01/01 00:00:00+00,,c242b8f9-009c-4c44-b76c-d122f6ae6709
-9.14297375730987,38.7334037256067,27,ARROIOS,Av Defensores de Chaves 12 ,"1º lugar de estacionamento oblíquo na placa central, em frente ao continente  ",Lugar estacionamento automóvel,HOTSPOT,147501,2,CONCLUÍDO,147501,5748,9222,,1970/01/01 00:00:00+00,,29285841-8dda-4cec-8a25-6e5c66a98944
-9.14391716981791,38.7368457959633,28,AVENIDAS NOVAS,Av Defensores de Chaves 45,"Lugar de estacionamento longitudinal junto aos edifícios, antes da entrada/saída de garagem",Lugar estacionamento automóvel,HOTSPOT,147407,2,CONCLUÍDO,147407,5749,9222,,1970/01/01 00:00:00+00,,0d11ee0b-57bf-4e1e-8533-d256ffc154fd
-9.14364571780367,38.7375862511915,29,AVENIDAS NOVAS,Av  António José Almeida (Casa da Moeda - lado oposto - junto jardim),"Lugar de estacionamento longitudinal, junto ao jardim, antes do lugar para motociclos existente e antes do cruz. com a Av. Defensores de Chaves",Lugar estacionamento automóvel,HOTSPOT,166448,2,CONCLUÍDO,166448,5750,9222,,1970/01/01 00:00:00+00,,99a8fcc8-6055-45aa-b6b2-32720e387bf3
-9.14431459707602,38.7384812645586,30,AVENIDAS NOVAS,Av Defensores de Chaves ,1º Lugar de estacionamento após cruz. com Av. Visconde Valmor (em frente ao quiosque),Lugar estacionamento automóvel,HOTSPOT,75471,2,CONCLUÍDO,75471,5751,9222,,1970/01/01 00:00:00+00,,ea5f4b79-0de5-4f14-b98a-42b41286b1e0
-9.14429537941715,38.7393168225532,31,AVENIDAS NOVAS,Av Defensores de Chaves 42,"Último Lugar de estacionamento longitudinal, perto dos edifícios, antes da raia/passadeira",Lugar estacionamento automóvel,HOTSPOT,75421,2,CONCLUÍDO,75421,5752,9222,,1970/01/01 00:00:00+00,,bc68bf1d-fd91-480b-958f-983db70fa42f
-9.14314054122048,38.739558745534,32,AVENIDAS NOVAS,R Eiffel 2 (em frente porta do restaurante),"Último lugar de estacionamento longitudinal junto aos edifícios, antes do cruz. com a Av. Elias Garcia",Lugar estacionamento automóvel,HOTSPOT,94715,2,CONCLUÍDO,94715,5753,9222,,1970/01/01 00:00:00+00,,e73e36ab-9839-4241-813f-83b784a1ade4
-9.14188194311694,38.7367823703581,33,AREEIRO,R Dona Filipa de Vilhena 12,"1º lugar de estacionamento longitudinal junto aos edifícios (loja da casa da moeda), a seguir ao cruz. com Av. João Crisóstomo",Lugar estacionamento automóvel,HOTSPOT,93887,2,CONCLUÍDO,93887,5754,9222,,1970/01/01 00:00:00+00,,0848dc26-ea71-4d85-841c-3c93c040f31b
-9.14172570183453,38.7354811211936,34,AVENIDAS NOVAS,R Filipa de Vilhena 2B (lado oposto da via),Último lugar de estacionamento oblíquo antes do cruz. com a Av. Duque d'Ávila,Lugar estacionamento automóvel,HOTSPOT,174342,2,CONCLUÍDO,174342,5755,9222,,1970/01/01 00:00:00+00,,e4423800-fef0-4bba-8557-57ef3ff8959c
-9.14871476811982,38.7358651095401,35,AVENIDAS NOVAS,Av João Crisóstomo 45 (lateral Banco Santader),1º lugar de estacionamento longitudinal junto ao Banco Santader e após cruz. com Av. Marquês de Tomar,Lugar estacionamento automóvel,HOTSPOT,152083,2,CONCLUÍDO,152083,5756,9222,,1970/01/01 00:00:00+00,,a5f4df79-cb40-4b6c-bb2c-3cc011056442
-9.15065073906671,38.7344217130242,36,AVENIDAS NOVAS,R Pinheiro Chagas 76,"1º lugar de estacionamento longitudinal junto aos edifícios, antes da entrada/saída de garagem (a seguir cruz.com R. D. António Cândido))",Lugar estacionamento automóvel,HOTSPOT,101572,2,CONCLUÍDO,101572,5757,9222,,1970/01/01 00:00:00+00,,46b35b04-4dab-46d7-9eab-e7bdc8fbec70
-9.14976022385422,38.7350208361369,37,AVENIDAS NOVAS,Av Duque de Avila 72 e 72A ,Lugar de estacionamento longitudinal ( isolado) após o lugar de motociclos existente (junto à ciclovia) ,Lugar estacionamento automóvel,HOTSPOT,76040,2,CONCLUÍDO,76040,5758,9222,,1970/01/01 00:00:00+00,,d2b7ad1c-4467-4fbc-b717-6e671f38b22c
-9.15214867081984,38.7346359519194,38,AVENIDAS NOVAS,R Marques Sá Bandeira 22 (lado oposto via),"lugar de estacionamento longitudinal junto ao muro, a seguir ao lugar de motociclos existente",Lugar estacionamento automóvel,HOTSPOT,99959,2,CONCLUÍDO,99959,5759,9222,,1970/01/01 00:00:00+00,,844e1d5c-ef62-4041-9992-be8c7684fb30
-9.14411456382181,38.7333744694973,39,ARROIOS,Av Casal Ribeiro 56A,"Último lugar de estacionamento longitudinal junto edifício, depois da entrada/saída de garagem (lugar isolado)",Lugar estacionamento automóvel,HOTSPOT,73897,2,CONCLUÍDO,73897,5760,9222,,1970/01/01 00:00:00+00,,e2c258da-350e-4b3e-bbf2-30eb58d89376
-9.14729738201001,38.7360775404558,40,AVENIDAS NOVAS,Av João Crisóstomo 32,"1º lugar de estacionamento longitudinal junto à Pastelaria Profeta, após cruz. com Av. 5 de Outubro",Lugar estacionamento automóvel,HOTSPOT,151977,2,CONCLUÍDO,151977,5761,9222,,1970/01/01 00:00:00+00,,35120dd7-9717-4e5e-8558-23d61edb6d03
-9.14384229074739,38.7339091172231,41,ARROIOS,Av Praia da Vitória 57,Primeiro lugar Estacionamento oblíquo na placa central (entre parquímetro e árvore),Lugar estacionamento automóvel,HOTSPOT,161042,2,CONCLUÍDO,161042,5762,9222,,1970/01/01 00:00:00+00,,d4ecc35d-b0e0-4223-b4b0-59e4be6b653b
-9.1117981296164,38.7263888502685,42,BEATO,"Rua de Xabregas, frente ao 56 Teatro Ibérico em lugar antes da passadeira",<Null>,Lugar estacionamento automóvel,HOTSPOT,703,2,CONCLUÍDO,703,5763,9222,,1970/01/01 00:00:00+00,,86cbbdd6-0327-45b4-b15d-153fc11efda5
-9.15636280525988,38.7348100389865,43,AVENIDAS NOVAS,"R Ressano Garcia, 25",,Passeio,HOTSPOT,1010,2,CONCLUÍDO,1010,5764,9222,,1970/01/01 00:00:00+00,,5bd6e431-cd85-436c-96a7-78e1afa852dc
-9.15650161203928,38.7349946295635,44,AVENIDAS NOVAS,"R Ressano Garcia, 24",,Passeio,HOTSPOT,1190,2,CONCLUÍDO,1190,5765,9222,,1970/01/01 00:00:00+00,,71822657-499e-4160-9e02-cd120223d17b
-9.15746600649736,38.7351935215119,45,AVENIDAS NOVAS,"R Ressano Garcia, 36",,Passeio,HOTSPOT,1008,2,CONCLUÍDO,1008,5766,9222,,1970/01/01 00:00:00+00,,eb2dcdd7-761d-4ac9-96e1-5597296b4b22
-9.10285708081256,38.7400166561699,46,MARVILA,Rua do Açucar em frente ao 54,Lugar estacionamento isolado,Lugar estacionamento automóvel,HOTSPOT,713,2,CONCLUÍDO,713,5767,9222,,1970/01/01 00:00:00+00,,0878c82e-02fe-4f18-897e-15cff2674b1d
-9.15423440439932,38.734422599454,47,AVENIDAS NOVAS,"Av. António Augusto de Aguiar, escadas junto à estação GIRA","No cimo da escadas em frente à estação da GIRA, junto ao respirador metro",Passeio,HOTSPOT,404,2,CONCLUÍDO,404,5768,9222,,1970/01/01 00:00:00+00,,566d209b-0664-4248-8394-f3f3b64a65d8
-9.1530612297911,38.7093536310047,48,MISERICÓRDIA,"Av D Carlos I, em frente ao 124A","Entre caldeiras de árvores, alinhados com as árvores",Passeio,HOTSPOT,263,2,CONCLUÍDO,263,5769,9222,,1970/01/01 00:00:00+00,,0a3dc319-025a-41da-a9d6-3f86627e645c
-9.1535679523749,38.7113481671137,49,MISERICÓRDIA,"Av D Carlos I, em frente ao 146","Entre caldeiras de árvores, alinhados com as árvores",Passeio,HOTSPOT,268,2,CONCLUÍDO,268,5770,9222,,1970/01/01 00:00:00+00,,c1508e85-23aa-4fb7-9e71-a6f4e7c55c1c
-9.13575265439008,38.7189111626087,50,SANTA MARIA MAIOR,"Rua da Palma, em frente ao n.º 243",lugar de estacionamento depois da Doca GIRA,Lugar estacionamento automóvel,HOTSPOT,301,2,CONCLUÍDO,301,5771,9222,,1970/01/01 00:00:00+00,,f0b392d5-e154-455e-9f12-c5d4a6acf138
-9.15076612856327,38.7230641998502,51,SANTO ANTÓNIO,"R Mouzinho da Silveira, em frente ao 27",<Null>,Passeio,HOTSPOT,881,2,CONCLUÍDO,881,5772,9222,,1970/01/01 00:00:00+00,,82d3c0de-2aa9-48bc-b2e8-96da646bd2b3
-9.15016850635422,38.722242873222,52,SANTO ANTÓNIO,"Av Alexandre Herculano, no n.º  31", lateral do Instituto da Vinha e do Vinho,Passeio,HOTSPOT,883,2,CONCLUÍDO,883,5773,9222,,1970/01/01 00:00:00+00,,c5f5e56a-6178-4a82-963d-dfe4b05e64fb
-9.13869545710743,38.7353023282825,53,ARROIOS,Av Rovisco Pais 16 (lado oposto da via),"1º lugar de estacionamento longitudinal,  após o portão de entrada IST",Lugar estacionamento automóvel,HOTSPOT,171158,2,CONCLUÍDO,171158,5774,9222,,1970/01/01 00:00:00+00,,38614ec2-30bc-4fb5-8b60-89e770b4eb4f
-9.14573265422733,38.7293623441544,54,ARROIOS,R Andrade Corvo 17A,"Último lugar de estacionamento longitudinal junto aos edifícios, antes do cruz. com a R. Sousa Martins",Lugar estacionamento automóvel,HOTSPOT,87492,2,CONCLUÍDO,87492,5775,9222,,1970/01/01 00:00:00+00,,32e8782f-44c3-48db-aa1a-fff30dfeb875
-9.12928698072529,38.7317832715758,55,PENHA DE FRANÇA,"Rua Sebastião Saraiva Lima,  68A",Último lugar de estacionamento após sinal vertical de proibido virar Direita ( fica na zona antes da curvatura permitirá melhorar a visualização dos carros no cruzamento),Lugar estacionamento automóvel,HOTSPOT,797,2,CONCLUÍDO,797,5776,9222,,1970/01/01 00:00:00+00,,107d2796-ea23-498b-a229-52013c469408
-9.14033216599552,38.7243136775298,56,ARROIOS,R da Cruz da Carreira 1A,Local protegido por balizadores antes do lugar de motociclos existentes,Via,HOTSPOT,92857,2,CONCLUÍDO,92857,5777,9222,,1970/01/01 00:00:00+00,,1cfdcdff-6240-4a3d-9a6f-d520471dda61
-9.12114925844913,38.7392781060837,57,BEATO,"Rua Prof Mira Fernandes, lote 20","Último estacionamento no centro da via, colado à passadeira",Via,HOTSPOT,385,2,CONCLUÍDO,385,5778,9222,,1970/01/01 00:00:00+00,,4b1431d5-906f-4057-8b6e-c8149bae95eb
-9.19478072084253,38.703630814337,58,AJUDA,Largo da Boa Hora ,,Passeio,HOTSPOT,1041,4,CONCLUÍDO,1041,5779,9222,,1970/01/01 00:00:00+00,,1f1a1810-d31a-47c8-a598-39ed3171444e
-9.13381916458998,38.7410230527408,59,AREEIRO,"Av de Paris, 1B",,Lugar estacionamento automóvel,HOTSPOT,1122,3,CONCLUÍDO,1122,5780,9222,,1970/01/01 00:00:00+00,,54619174-bf4b-4ab4-ada4-80cfd97df632
-9.17626352960037,38.7414855356407,60,SÃO DOMINGOS DE BENFICA,Rua S Domingos de Benfica com R Alcina Bastos perto da passagem superior ,Por baixo do acesso à passagem Superior da Rua Francisco Gentil Martins.,Passeio,HOTSPOT,600,2,CONCLUÍDO,600,5781,9222,,1970/01/01 00:00:00+00,,862d1e28-ba68-47d3-bfa2-c2b662e7e3ca
-9.17632708899997,38.7435069282775,61,SÃO DOMINGOS DE BENFICA,Praça Silvestre Pinheiro Ferreira em frente ao Registo Pessoas Colectivas,Junto ao banco de jardim ,Passeio,HOTSPOT,603,2,CONCLUÍDO,603,5782,9222,,1970/01/01 00:00:00+00,,e1679118-e386-482d-b654-a35c8dd1c81e
-9.18045284987732,38.7433955184913,62,SÃO DOMINGOS DE BENFICA," Travessa de São Domingos, frente ao n.º 25",Junto ao banco de jardim e alinhado com o mesmo.,Passeio,HOTSPOT,605,2,CONCLUÍDO,605,5783,9222,,1970/01/01 00:00:00+00,,a6b6b014-307c-41d6-b2f6-6499b3ee1e33
-9.16791570485396,38.7426822402087,63,SÃO DOMINGOS DE BENFICA,"Frente à entrada do Jardim Zoológico, debaixo da cobertura",Entre a primeira e segunda coluna,Passeio,HOTSPOT,621,2,CONCLUÍDO,621,5784,9222,,1970/01/01 00:00:00+00,,e10dfa29-026d-4f14-ab31-66ebd114c268
-9.2063876091852,38.750366698791,64,BENFICA,"Rua Olivério Serpa, em frente à entrada principal do Mercado de Benfica, em frente ao  canteiro",<Null>,Passeio,HOTSPOT,628,4,CONCLUÍDO,628,5785,9222,,1970/01/01 00:00:00+00,,315f9f32-eefe-4940-860e-ac6a95fa558a
-9.16795004115909,38.7426576269315,65,SÃO DOMINGOS DE BENFICA,"Frente à entrada do Jardim Zoológico, debaixo da cobertura",Entre a segunda e a terceira coluna,Passeio,HOTSPOT,1186,2,CONCLUÍDO,1186,5786,9222,,1970/01/01 00:00:00+00,,574f2034-0065-41f7-b674-551efb4e55b4
-9.19265903578707,38.7587433900139,66,CARNIDE,"Av Mal Teixeira Rebelo, Saída estação Metro Carnide",Junto ao murete,Passeio,HOTSPOT,620,2,CONCLUÍDO,620,5787,9222,,1970/01/01 00:00:00+00,,e1122346-0104-458e-bdb9-560dc8999f7d
-9.12828516963895,38.7266403922227,67,PENHA DE FRANÇA,"Av General Roçadas, entrada escola Nuno Gonçalves","No passeio, junto aos pilaretes, no enfiamento do recorte de largada de passageiros ",Passeio,HOTSPOT,919,2,CONCLUÍDO,919,5788,9222,,1970/01/01 00:00:00+00,,85f83d5e-348a-4ac5-9c10-e6b1d374f086
-9.12278751693108,38.713104898254,68,SÃO VICENTE,Av. Infante D. Henrique entre Estação CP e Armazéns da gare marítima de Sta Apolónia ,Entre caldeiras de árvores perto estacionamento,Passeio,HOTSPOT,78,2,CONCLUÍDO,78,5789,9222,,1970/01/01 00:00:00+00,,9a359a6a-9742-4e03-b034-9ed90abfaca5
-9.20542971942807,38.7502182012043,69,BENFICA,"Rua Olivério Serpa, em frente ao 35B entre árvore e poste",<Null>,Passeio,HOTSPOT,627,2,CONCLUÍDO,627,5790,9222,,1970/01/01 00:00:00+00,,1e67eed4-ca52-40ef-aa60-dd65a780012a
-9.19827213189042,38.7507702806375,70,BENFICA,Estrada de Benfica em frente ao 546,<Null>,Passeio,HOTSPOT,629,2,CONCLUÍDO,629,5791,9222,,1970/01/01 00:00:00+00,,35e6253e-9cc3-4738-a01a-3552f673642a
-9.11638009901246,38.7246249053862,71,PENHA DE FRANÇA,Rua do Cruzado Osberno,Atrás do abrigo da paragem transporte público,Passeio,HOTSPOT,781,2,CONCLUÍDO,781,5792,9222,,1970/01/01 00:00:00+00,,c3a40082-ba20-4973-8b7e-32b62fc15ec3
-9.12668571837727,38.730268727645,72,PENHA DE FRANÇA,Av Mouzinho de Albuquerque 7,Localizado antes do sinal de transito (fora do enfiamento visual da passadeira),Passeio,HOTSPOT,912,2,CONCLUÍDO,912,5793,9222,,1970/01/01 00:00:00+00,,83993273-2ca8-41e6-b2c0-de4736f9abeb
-9.12552408532382,38.7277916134354,73,PENHA DE FRANÇA,Av Coronel Eduardo Galhardo 3G,"Entre as caldeiras, alinhado com as mesmas",Passeio,HOTSPOT,915,2,CONCLUÍDO,915,5794,9222,,1970/01/01 00:00:00+00,,6a3db96b-404b-4d8d-8f30-3d67c4c73ebf
-9.19167313745767,38.7481348196001,74,BENFICA,"Rua Rua Dr. Nuno Pinheiro Torres, no início",Entre as árvores existentes e alinhados com as mesmas.,Passeio,HOTSPOT,624,2,CONCLUÍDO,624,5795,9222,,1970/01/01 00:00:00+00,,be9c70bb-2984-454d-98f9-0b26aa5c830c
-9.13416541752131,38.7368207104971,75,ARROIOS,"Alameda, lado poente em frente ao antigo cinema Império",entre grelha e candeeiro. ,Passeio,HOTSPOT,2506,2,CONCLUÍDO,2506,5796,9222,,1970/01/01 00:00:00+00,,ad90067a-a6a1-4e49-bbc5-4c37d649727f
-9.12880869521012,38.7371209507161,76,PENHA DE FRANÇA,"Rua Barão de Sabrosa, 165A",Entre árvores ( (em frente supermercado),Passeio,HOTSPOT,788,2,CONCLUÍDO,788,5797,9222,,1970/01/01 00:00:00+00,,df855fc5-3c71-4713-99b6-1ea0f842e7c8
-9.14880850462479,38.7210280340047,77,SANTO ANTÓNIO,R Barata Salgueiro em frente ao  39,entrada Cinemateca Portuguesa,Passeio,HOTSPOT,885,2,CONCLUÍDO,885,5798,9222,,1970/01/01 00:00:00+00,,a97daf00-ab89-4413-94d2-c8932dba7d6b
-9.12702354241629,38.7307325142431,78,PENHA DE FRANÇA,"Praça Paiva Couceiro, 10B","Entre caldeiras, alinhado com as mesmas",Passeio,HOTSPOT,775,2,CONCLUÍDO,775,5799,9222,,1970/01/01 00:00:00+00,,1af73676-9886-4f76-a96d-be08b0f4faf1
-9.11571750255721,38.7225653391384,79,PENHA DE FRANÇA,"Calçada da Cruz de Pedra, em frente ao lote N1","No passeio após recorte da paragem do autocarro, junto aos pilaretes",Passeio,HOTSPOT,783,2,CONCLUÍDO,783,5800,9222,,1970/01/01 00:00:00+00,,171f2f96-5c1c-4632-b74e-f17d5e3feb0d
-9.11198583439164,38.7246658969857,80,PENHA DE FRANÇA,"Av. Infante Dom Henrique, lateral LIDL","Junto ao canteiro, salvaguardando o corredor pedonal",Passeio,HOTSPOT,784,2,CONCLUÍDO,784,5801,9222,,1970/01/01 00:00:00+00,,ec8d02f8-4df1-4bb8-936f-541f3870ddeb
-9.13087242635336,38.7300478280727,81,PENHA DE FRANÇA,Largo da Penha de França,No recanto junto ao muro,Passeio,HOTSPOT,910,2,CONCLUÍDO,910,5802,9222,,1970/01/01 00:00:00+00,,b5e4db09-1dda-42cc-9012-833256c44719
-9.12796162432139,38.7297943015919,82,PENHA DE FRANÇA,"Av General Roçadas, 68","alinhado entre a caldeira da árvore e a luminária, salvaguardando a abertura de portas dos veículos",Passeio,HOTSPOT,911,2,CONCLUÍDO,911,5803,9222,,1970/01/01 00:00:00+00,,48332d7a-06a2-4016-baaf-62ad06deb9e8
-9.12559773819394,38.7294843394426,83,PENHA DE FRANÇA,Av Mouzinho de Albuquerque 19,Próximo da caldeira da árvore e dos pilaretes,Passeio,HOTSPOT,913,2,CONCLUÍDO,913,5804,9222,,1970/01/01 00:00:00+00,,34e65bb3-a29f-425b-bedb-f6cd7032ddd9
-9.14276390187637,38.7322028081785,84,ARROIOS,Rua Actor Taborda 5,"Último lugar de estacionamento, em frente a Farmácia.",Lugar estacionamento automóvel,HOTSPOT,164423,2,CONCLUÍDO,164423,5805,9222,,1970/01/01 00:00:00+00,,0a01b315-35ed-4f0e-b91f-c4c73fa307ed
-9.14045800469546,38.7317326310724,85,ARROIOS,R Pascoal de Melo 150,"Último lugar de estacionamento tarifado, antes da passadeira",Lugar estacionamento automóvel,HOTSPOT,101083,2,CONCLUÍDO,101083,5806,9222,,1970/01/01 00:00:00+00,,cabd8208-d28b-47b2-ba96-01260f1b91ab
-9.13984068692381,38.7334700679071,86,ARROIOS,"R Ilha Terceira, 35",Primeiro lugar tarifado após tomada e largada de passageiros,Lugar estacionamento automóvel,HOTSPOT,97076,2,CONCLUÍDO,97076,5807,9222,,1970/01/01 00:00:00+00,,f7bf4ddd-9beb-44f3-adf0-e86ea3133135
